date,1. open,2. high,3. low,4. close,5. volume,SMA,RSI,OBV,Real Upper Band,Real Middle Band,Real Lower Band,sentiment,relevance
2008-02-06,,,,,,4.131,21.8785,60787013565.0,5.6075,4.4476,3.2877,,
2008-02-07,,,,,,4.0461,21.5653,58703679882.0,5.4885,4.3604,3.2322,,
2008-02-08,,,,,,3.9692,27.7769,60059654037.0,5.3435,4.2816,3.2197,,
2008-02-11,,,,,,3.9131,33.1178,61261087638.0,5.2075,4.2167,3.226,,
2008-02-12,,,,,,3.8827,30.3256,60035106413.0,4.9949,4.1359,3.2769,,
2008-02-13,,,,,,3.8694,36.0673,61003641381.0,4.8264,4.0764,3.3265,,
2008-02-14,,,,,,3.8639,34.7495,60049543227.0,4.71,4.0282,3.3464,,
2008-02-15,,,,,,3.8524,32.8632,59148241926.0,4.5593,3.9738,3.3883,,
2008-02-19,,,,,,3.8324,31.2801,58143194921.0,4.3605,3.9151,3.4696,,
2008-02-20,,,,,,3.8144,33.5864,59110635088.0,4.1574,3.8673,3.5773,,
2008-02-21,,,,,,3.7848,31.9795,58172519350.0,4.1109,3.8411,3.5712,,
2008-02-22,,,,,,3.7542,30.5439,56642639821.0,4.0882,3.8169,3.5455,,
2008-02-25,,,,,,3.7287,30.993,57899415477.0,4.087,3.8015,3.5159,,
2008-02-26,,,,,,3.7068,30.5448,56394525973.0,4.0835,3.7852,3.4869,,
2008-02-27,,,,,,3.7089,36.8914,57869665448.0,4.0641,3.7723,3.4806,,
2008-02-28,,,,,,3.7275,46.4957,59487921466.0,4.0531,3.7689,3.4847,,
2008-02-29,,,,,,3.7265,41.6884,58232439411.0,4.0044,3.7534,3.5024,,
2008-03-03,,,,,,3.71,38.783,56639394618.0,3.9601,3.7354,3.5106,,
2008-03-04,,,,,,3.7094,42.5693,58424780003.0,3.9273,3.7248,3.5223,,
2008-03-05,,,,,,3.6989,42.4421,57202942782.0,3.9073,3.7175,3.5277,,
2008-03-06,,,,,,3.6849,39.0058,55729242509.0,3.9082,3.7159,3.5236,,
2008-03-07,,,,,,3.6798,40.916,56959706539.0,3.9076,3.7174,3.5272,,
2008-03-10,,,,,,3.6745,38.404,55960116740.0,3.9055,3.7088,3.512,,
2008-03-11,,,,,,3.6821,48.5773,57124061103.0,3.893,3.7056,3.5182,,
2008-03-12,,,,,,3.6917,47.1325,56064430844.0,3.8968,3.7074,3.5179,,
2008-03-13,,,,,,3.7098,49.4739,57326534906.0,3.8874,3.7052,3.5229,,
2008-03-14,,,,,,3.7246,47.8836,56169892950.0,3.8832,3.7039,3.5246,,
2008-03-17,,,,,,3.7408,48.0459,57242492822.0,3.8908,3.707,3.5233,,
2008-03-18,,,,,,3.7619,55.6013,58447614027.0,3.9413,3.723,3.5048,,
2008-03-19,,,,,,3.7614,51.4348,57437076217.0,3.9616,3.7318,3.502,,
2008-03-20,,,,,,3.7791,55.5356,58345864725.0,4.0026,3.7494,3.4962,,
2008-03-24,,,,,,3.8172,61.6066,59412786191.0,4.0841,3.7795,3.4748,,
2008-03-25,,,,,,3.8523,62.8712,60465178443.0,4.1605,3.8113,3.4622,,
2008-03-26,,,,,,3.8963,66.2406,61647264025.0,4.2535,3.8502,3.4468,,
2008-03-27,,,,,,3.9377,59.3971,60647433426.0,4.3004,3.8761,3.4518,,
2008-03-28,,,,,,3.9822,61.8337,61362044540.0,4.3567,3.8957,3.4347,,
2008-03-31,,,,,,4.0332,62.2666,62130110508.0,4.4117,3.9234,3.4351,,
2008-04-01,,,,,,4.0807,67.1979,63162678740.0,4.4939,3.9651,3.4364,,
2008-04-02,,,,,,4.1267,64.1437,62117709296.0,4.553,3.9994,3.4458,,
2008-04-03,,,,,,4.1774,67.3692,63169278347.0,4.628,4.0401,3.4522,,
2008-04-04,,,,,,4.2341,68.4594,64023696401.0,4.6907,4.0883,3.4859,,
2008-04-07,,,,,,4.2965,70.4891,65182023959.0,4.76,4.1387,3.5175,,
2008-04-08,,,,,,4.3394,65.5577,64167728545.0,4.7846,4.1885,3.5923,,
2008-04-09,,,,,,4.3861,63.3664,63294329272.0,4.8144,4.2246,3.6348,,
2008-04-10,,,,,,4.4316,66.0789,64250093427.0,4.8458,4.2673,3.6888,,
2008-04-11,,,,,,4.448,55.5287,63040016217.0,4.8425,4.2961,3.7498,,
2008-04-14,,,,,,4.4625,56.1795,63885104662.0,4.8263,4.3279,3.8295,,
2008-04-15,,,,,,4.4696,56.8175,64583142560.0,4.798,4.3603,3.9227,,
2008-04-16,,,,,,4.4984,62.088,65378917355.0,4.8059,4.3917,3.9774,,
2008-04-17,,,,,,4.523,62.8138,66083185259.0,4.7855,4.4289,4.0722,,
2008-04-18,,,,,,4.5606,68.2424,67109951885.0,4.8097,4.4705,4.1313,,
2008-04-21,,,,,,4.6005,72.8776,68149105724.0,4.9096,4.5134,4.1173,,
2008-04-22,,,,,,4.6277,61.9852,66709531885.0,4.935,4.5423,4.1495,,
2008-04-23,,,,,,4.6519,63.9463,68213724189.0,4.9783,4.569,4.1597,,
2008-04-24,,,,,,4.6859,67.9509,69909792285.0,5.0402,4.612,4.1838,,
2008-04-25,,,,,,4.7155,68.4438,70902267277.0,5.1013,4.6521,4.2029,,
2008-04-28,,,,,,4.7571,70.0213,71689482464.0,5.1672,4.6952,4.2232,,
2008-04-29,,,,,,4.8077,71.7254,72612959787.0,5.2527,4.7335,4.2142,,
2008-04-30,,,,,,4.8492,70.0468,71473434248.0,5.3124,4.7731,4.2339,,
2008-05-01,,,,,,4.9196,73.6934,72377011951.0,5.4085,4.8157,4.2229,,
2008-05-02,,,,,,4.9907,74.2186,73383094957.0,5.497,4.8575,4.218,,
2008-05-05,,,,,,5.0685,76.2751,74237653011.0,5.5993,4.9007,4.2021,,
2008-05-06,,,,,,5.1391,77.2695,75156524329.0,5.6964,4.9514,4.2065,,
2008-05-07,,,,,,5.1993,70.5539,73999389572.0,5.7516,4.9982,4.2447,,
2008-05-08,,,,,,5.2508,72.1366,74898476071.0,5.8145,5.0439,4.2733,,
2008-05-09,,,,,,5.2835,69.5138,74225402998.0,5.8361,5.0984,4.3606,,
2008-05-12,,,,,,5.3434,72.647,75043967016.0,5.8661,5.1589,4.4517,,
2008-05-13,,,,,,5.4014,73.757,75867204239.0,5.886,5.2213,4.5565,,
2008-05-14,,,,,,5.4385,67.6773,74950379723.0,5.8899,5.2701,4.6503,,
2008-05-15,,,,,,5.4814,70.1614,75823588596.0,5.8949,5.3229,4.7509,,
2008-05-16,,,,,,5.5143,66.7997,75057818631.0,5.9019,5.3628,4.8237,,
2008-05-19,,,,,,5.5326,60.8202,74111997286.0,5.9076,5.3859,4.8642,,
2008-05-20,,,,,,5.5582,62.8682,75081848255.0,5.8781,5.4245,4.9708,,
2008-05-21,,,,,,5.5543,52.8884,73924189898.0,5.8305,5.4474,5.0643,,
2008-05-22,,,,,,5.546,51.5845,72717453092.0,5.8074,5.4596,5.1117,,
2008-05-23,,,,,,5.5384,55.8234,73624371198.0,5.7811,5.4767,5.1723,,
2008-05-27,,,,,,5.5379,60.5698,74414277187.0,5.7702,5.498,5.2258,,
2008-05-28,,,,,,5.5474,61.0666,75158257530.0,5.7668,5.5159,5.265,,
2008-05-29,,,,,,5.5509,60.6129,74511070483.0,5.7471,5.535,5.323,,
2008-05-30,,,,,,5.5622,62.5422,75121255493.0,5.7572,5.5482,5.3391,,
2008-06-02,,,,,,5.5578,58.5678,74441414814.0,5.7577,5.5559,5.3541,,
2008-06-03,,,,,,5.548,57.484,73690893664.0,5.7585,5.5569,5.3552,,
2008-06-04,,,,,,5.5457,57.203,72963909338.0,5.7554,5.5547,5.3539,,
2008-06-05,,,,,,5.545,61.9255,73719355693.0,5.7695,5.5649,5.3603,,
2008-06-06,,,,,,5.5408,55.9792,72752931927.0,5.7703,5.5658,5.3613,,
2008-06-09,,,,,,5.5365,50.4336,70864537239.0,5.7723,5.563,5.3537,,
2008-06-10,,,,,,5.536,55.2119,72005479579.0,5.7653,5.5592,5.3532,,
2008-06-11,,,,,,5.5416,49.1023,71043927818.0,5.7496,5.5455,5.3414,,
2008-06-12,,,,,,5.5335,41.3919,69735592910.0,5.7794,5.526,5.2726,,
2008-06-13,,,,,,5.5146,40.5829,68389634365.0,5.7856,5.5,5.2144,,
2008-06-16,,,,,,5.4941,46.2636,69441365816.0,5.7754,5.4838,5.1923,,
2008-06-17,,,,,,5.4821,51.4017,70341023515.0,5.7725,5.4806,5.1886,,
2008-06-18,,,,,,5.4651,48.4866,69529554704.0,5.7629,5.4699,5.1769,,
2008-06-19,,,,,,5.4483,50.8927,70321504695.0,5.762,5.4739,5.1858,,
2008-06-20,,,,,,5.4251,44.9693,69433136607.0,5.7663,5.4713,5.1762,,
2008-06-23,,,,,,5.3989,42.9516,68787355162.0,5.7781,5.4592,5.1404,,
2008-06-24,,,,,,5.3734,43.069,69409302983.0,5.7719,5.4395,5.1071,,
2008-06-25,,,,,,5.3476,48.3333,70053754427.0,5.7519,5.4251,5.0982,,
2008-06-26,,,,,,5.3103,39.6302,69184143558.0,5.753,5.3974,5.0419,,
2008-06-27,,,,,,5.2856,41.8889,70226394200.0,5.7258,5.3694,5.0131,,
2008-06-30,,,,,,5.2467,39.5796,69542196716.0,5.7144,5.3415,4.9685,,
2008-07-01,,,,,,5.2335,48.0122,70653478627.0,5.6869,5.3254,4.964,,
2008-07-02,,,,,,5.2226,42.3037,69815958590.0,5.6653,5.2999,4.9346,,
2008-07-03,,,,,,5.2178,44.4275,70339321113.0,5.601,5.271,4.941,,
2008-07-07,,,,,,5.2142,49.6161,71159713533.0,5.5559,5.2552,4.9546,,
2008-07-08,,,,,,5.2102,53.6735,72048064821.0,5.5461,5.2522,4.9582,,
2008-07-09,,,,,,5.2006,48.5865,71152287926.0,5.491,5.2351,4.9792,,
2008-07-10,,,,,,5.1914,50.8397,71992977566.0,5.4719,5.2288,4.9858,,
2008-07-11,,,,,,5.1857,47.0601,71062965036.0,5.4715,5.2278,4.984,,
2008-07-14,,,,,,5.1872,48.3865,71949020322.0,5.4724,5.2301,4.9877,,
2008-07-15,,,,,,5.1795,44.4728,70908976082.0,5.4668,5.2193,4.9717,,
2008-07-16,,,,,,5.1697,47.8679,71656767229.0,5.4322,5.2063,4.9805,,
2008-07-17,,,,,,5.1773,46.8938,70899240472.0,5.4113,5.1959,4.9806,,
2008-07-18,,,,,,5.1667,40.9214,70030825204.0,5.3855,5.1723,4.9591,,
2008-07-21,,,,,,5.1642,42.2766,71391296164.0,5.3828,5.1588,4.9349,,
2008-07-22,,,,,,5.1371,38.696,69511701885.0,5.4006,5.1421,4.8837,,
2008-07-23,,,,,,5.133,43.7871,70573471346.0,5.3974,5.1317,4.8659,,
2008-07-24,,,,,,5.1092,37.9931,69733851307.0,5.3987,5.1041,4.8096,,
2008-07-25,,,,,,5.0813,41.5527,70367489140.0,5.4071,5.0949,4.7827,,
2008-07-28,,,,,,5.0274,35.9933,69586775560.0,5.4434,5.0714,4.6994,,
2008-07-29,,,,,,4.9906,39.0423,70270847044.0,5.4595,5.0559,4.6523,,
2008-07-30,,,,,,4.9547,42.1432,70996030969.0,5.4434,5.0337,4.624,,
2008-07-31,,,,,,4.9255,41.3901,70358531932.0,5.4456,5.0198,4.594,,
2008-08-01,,,,,,4.8887,39.5174,69813892188.0,5.4457,4.9996,4.5536,,
2008-08-04,,,,,,4.8535,36.8295,69221363996.0,5.4299,4.9668,4.5036,,
2008-08-05,,,,,,4.8274,45.4602,69909736284.0,5.3636,4.9384,4.5132,,
2008-08-06,,,,,,4.8111,49.0516,70701145875.0,5.3275,4.9233,4.5191,,
2008-08-07,,,,,,4.8077,48.4515,70028772803.0,5.2697,4.9037,4.5378,,
2008-08-08,,,,,,4.8147,54.2633,70742770716.0,5.2536,4.8992,4.5448,,
2008-08-11,,,,,,4.8394,57.7067,71634076007.0,5.2514,4.8987,4.546,,
2008-08-12,,,,,,4.8619,60.2542,72470355643.0,5.2954,4.9093,4.5232,,
2008-08-13,,,,,,4.9053,62.24,73312702885.0,5.3404,4.9191,4.4977,,
2008-08-14,,,,,,4.9421,62.2558,74024004396.0,5.3867,4.9303,4.474,,
2008-08-15,,,,,,4.9878,57.6078,73315752088.0,5.4261,4.9462,4.4663,,
2008-08-18,,,,,,5.0271,57.1585,72763737136.0,5.4587,4.9599,4.461,,
2008-08-19,,,,,,5.0563,54.7162,72147532120.0,5.4847,4.9771,4.4696,,
2008-08-20,,,,,,5.0925,57.1642,72654483826.0,5.5153,4.9915,4.4677,,
2008-08-21,,,,,,5.1303,55.0151,72114738487.0,5.5373,5.0144,4.4914,,
2008-08-22,,,,,,5.1807,57.7726,72554350126.0,5.5688,5.0364,4.504,,
2008-08-25,,,,,,5.2062,51.9557,72069924442.0,5.565,5.0636,4.5622,,
2008-08-26,,,,,,5.2265,53.2587,72515474887.0,5.5661,5.0884,4.6107,,
2008-08-27,,,,,,5.2503,54.514,72993256164.0,5.5726,5.1106,4.6485,,
2008-08-28,,,,,,5.2592,53.1266,72561870933.0,5.5686,5.1328,4.697,,
2008-08-29,,,,,,5.2506,47.2627,71962580734.0,5.5408,5.1521,4.7633,,
2008-09-02,,,,,,5.228,43.1898,71181816754.0,5.477,5.1715,4.866,,
2008-09-03,,,,,,5.2016,44.3798,71916652288.0,5.4517,5.181,4.9102,,
2008-09-04,,,,,,5.1628,37.9912,71173265545.0,5.4663,5.1765,4.8867,,
2008-09-05,,,,,,5.1295,36.9532,70386380759.0,5.4828,5.1714,4.8601,,
2008-09-08,,,,,,5.0921,34.7325,69340400514.0,5.5175,5.154,4.7905,,
2008-09-09,,,,,,5.0453,29.467,68095373669.0,5.569,5.1212,4.6734,,
2008-09-10,,,,,,4.9933,29.4131,67122229896.0,5.5879,5.0835,4.5791,,
2008-09-11,,,,,,4.947,31.4191,68093366067.0,5.5745,5.0436,4.5126,,
2008-09-12,,,,,,4.8873,28.3265,67300338074.0,5.5617,4.998,4.4343,,
2008-09-15,,,,,,4.8184,22.7495,66379702754.0,5.5899,4.9449,4.3,,
2008-09-16,,,,,,4.7461,22.4829,65179865155.0,5.5969,4.8917,4.1865,,
2008-09-17,,,,,,4.6457,17.0723,63979408755.0,5.6495,4.8232,3.9968,,
2008-09-18,,,,,,4.5608,26.9126,65655664031.0,5.6296,4.7606,3.8916,,
2008-09-19,,,,,,4.4995,35.8444,67086541061.0,5.5816,4.7105,3.8394,,
2008-09-22,,,,,,4.4242,30.1144,66229827005.0,5.5317,4.6419,3.7521,,
2008-09-23,,,,,,4.3383,28.0524,64949461325.0,5.4989,4.5734,3.6479,,
2008-09-24,,,,,,4.2686,30.3342,65996477572.0,5.4332,4.506,3.5788,,
2008-09-25,,,,,,4.2081,34.2038,67002524178.0,5.3343,4.4419,3.5495,,
2008-09-26,,,,,,4.1445,32.0096,65876071852.0,5.2285,4.3737,3.5189,,
2008-09-29,,,,,,4.0451,22.3806,63254012030.0,5.22,4.2773,3.3346,,
2008-09-30,,,,,,3.9638,30.5989,64880696056.0,5.155,4.1985,3.2421,,
2008-10-01,,,,,,3.8705,28.8226,63584210760.0,5.0738,4.1118,3.1498,,
2008-10-02,,,,,,3.7659,25.6382,61974844751.0,5.0368,4.0202,3.0035,,
2008-10-03,,,,,,3.6732,24.6529,59680444057.0,4.9842,3.9255,2.8668,,
2008-10-06,,,,,,3.5838,25.7383,61787863364.0,4.9084,3.8359,2.7634,,
2008-10-07,,,,,,3.5009,22.7733,59909089486.0,4.875,3.7421,2.6093,,
2008-10-08,,,,,,3.406,23.4397,62116832893.0,4.8069,3.6494,2.492,,
2008-10-09,,,,,,3.2943,23.0822,60499447676.0,4.705,3.5536,2.4022,,
2008-10-10,,,,,,3.2209,31.6936,62718749495.0,4.5796,3.4754,2.3712,,
2008-10-13,,,,,,3.1854,43.1418,64257827034.0,4.4834,3.4303,2.3772,,
2008-10-14,,,,,,3.1326,39.8402,62276830654.0,4.3764,3.3766,2.3768,,
2008-10-15,,,,,,3.0598,36.8294,60692653470.0,4.3259,3.3318,2.3377,,
2008-10-16,,,,,,3.0034,39.9696,62673176650.0,4.2317,3.2835,2.3353,,
2008-10-17,,,,,,2.9865,37.6714,60910947288.0,4.0731,3.2183,2.3635,,
2008-10-20,,,,,,2.9539,38.5527,62460118837.0,3.9655,3.1694,2.3732,,
2008-10-21,,,,,,2.9162,34.992,60266456644.0,3.8768,3.1164,2.3559,,
2008-10-22,,,,,,2.9092,39.6395,62515267692.0,3.7523,3.0686,2.3849,,
2008-10-23,,,,,,2.9117,40.7918,64190699767.0,3.5681,3.0181,2.468,,
2008-10-24,,,,,,2.908,39.6821,62600639777.0,3.3698,2.9703,2.5708,,
2008-10-27,,,,,,2.9142,37.1575,61391867369.0,3.3503,2.9506,2.5508,,
2008-10-28,,,,,,2.9359,44.1345,63026002203.0,3.2713,2.9299,2.5886,,
2008-10-29,,,,,,2.9698,47.8352,64976982553.0,3.2414,2.9231,2.6048,,
2008-10-30,,,,,,3.0003,52.568,66615073791.0,3.303,2.9395,2.576,,
2008-10-31,,,,,,2.9946,49.9725,64955316132.0,3.3393,2.9553,2.5713,,
2008-11-03,,,,,,3.0007,49.4919,63897377075.0,3.3678,2.9685,2.5691,,
2008-11-04,,,,,,3.0287,52.6301,65296059673.0,3.4059,3.0012,2.5965,,
2008-11-05,,,,,,3.0317,46.6711,64039603217.0,3.4023,3.0215,2.6407,,
2008-11-06,,,,,,3.0353,43.7571,62720527498.0,3.3814,3.037,2.6927,,
2008-11-07,,,,,,3.0349,43.1628,61625272803.0,3.3807,3.0392,2.6977,,
2008-11-10,,,,,,3.0443,41.4973,60501449680.0,3.3429,3.0176,2.6923,,
2008-11-11,,,,,,3.0398,40.7018,59276910456.0,3.3338,3.0037,2.6735,,
2008-11-12,,,,,,3.0224,37.4618,58097932878.0,3.3465,2.9919,2.6374,,
2008-11-13,,,,,,3.0226,43.9879,59952021932.0,3.3396,2.9837,2.6279,,
2008-11-14,,,,,,3.0186,39.6199,58546753727.0,3.3482,2.973,2.5978,,
2008-11-17,,,,,,2.9934,38.235,57384226165.0,3.3594,2.9576,2.5558,,
2008-11-18,,,,,,2.962,40.1345,58593922574.0,3.3625,2.9552,2.5478,,
2008-11-19,,,,,,2.909,37.5885,57422020603.0,3.3768,2.9393,2.5018,,
2008-11-20,,,,,,2.851,33.88,55705204487.0,3.4064,2.9127,2.419,,
2008-11-21,,,,,,2.7987,36.3181,57274477256.0,3.4212,2.892,2.3629,,
2008-11-24,,,,,,2.7601,46.8002,58716736298.0,3.4213,2.8933,2.3653,,
2008-11-25,,,,,,2.7333,45.1412,57481442263.0,3.4104,2.8797,2.3489,,
2008-11-26,,,,,,2.7245,48.9484,58381279162.0,3.383,2.8653,2.3477,,
2008-11-28,,,,,,2.7126,46.9997,58083504465.0,3.3102,2.8378,2.3653,,
2008-12-01,,,,,,2.6977,43.9735,57159735942.0,3.2521,2.8098,2.3675,,
2008-12-02,,,,,,2.6928,47.4242,58308459490.0,3.191,2.7881,2.3851,,
2008-12-03,,,,,,2.7052,50.599,59647140828.0,3.0871,2.7655,2.4439,,
2008-12-04,,,,,,2.6944,46.6295,58555769737.0,3.0307,2.7476,2.4645,,
2008-12-05,,,,,,2.7024,49.1096,59599565980.0,3.0062,2.74,2.4738,,
2008-12-08,,,,,,2.7272,54.1743,60784709165.0,3.0159,2.7422,2.4685,,
2008-12-09,,,,,,2.749,54.4644,61988206368.0,3.0393,2.7485,2.4577,,
2008-12-10,,,,,,2.7745,52.5164,61050157830.0,3.0544,2.7536,2.4529,,
2008-12-11,,,,,,2.8056,49.2263,60009539590.0,3.0635,2.7609,2.4584,,
2008-12-12,,,,,,2.8392,52.4915,61050715031.0,3.0719,2.7637,2.4554,,
2008-12-15,,,,,,2.8431,48.8497,60158956140.0,3.0793,2.7704,2.4616,,
2008-12-16,,,,,,2.853,49.5775,61252463633.0,3.0869,2.7814,2.4758,,
2008-12-17,,,,,,2.8405,43.4401,59958601940.0,3.0872,2.7803,2.4733,,
2008-12-18,,,,,,2.8335,43.763,60816018797.0,3.0827,2.785,2.4872,,
2008-12-19,,,,,,2.8358,44.4834,61617939598.0,3.0478,2.7992,2.5507,,
2008-12-22,,,,,,2.8214,40.3254,60773198354.0,3.0304,2.804,2.5776,,
2008-12-23,,,,,,2.801,41.2144,61408230589.0,3.0389,2.7941,2.5493,,
2008-12-24,,,,,,2.7874,39.875,61136896318.0,3.051,2.7855,2.52,,
2008-12-26,,,,,,2.7698,41.0604,61445221426.0,3.0508,2.7717,2.4926,,
2008-12-29,,,,,,2.7418,42.3325,62131222112.0,3.0518,2.7626,2.4734,,
2008-12-30,,,,,,2.7123,41.9425,61163619545.0,3.055,2.7586,2.4622,,
2008-12-31,,,,,,2.6847,40.7549,60556077738.0,3.0566,2.748,2.4393,,
2009-01-02,,,,,,2.6756,49.5863,61302093684.0,3.0434,2.7402,2.4371,,
2009-01-05,,,,,,2.6677,54.7396,62483703265.0,3.051,2.745,2.439,,
2009-01-06,,,,,,2.664,52.3905,61194391576.0,3.0484,2.7435,2.4387,,
2009-01-07,,,,,,2.6545,49.4462,60441342023.0,3.0135,2.7305,2.4475,,
2009-01-08,,,,,,2.6621,51.8941,61114843496.0,2.9753,2.7194,2.4636,,
2009-01-09,,,,,,2.6646,48.7078,60567997350.0,2.942,2.708,2.474,,
2009-01-12,,,,,,2.6617,45.9558,59950280333.0,2.9241,2.6985,2.4729,,
2009-01-13,,,,,,2.6659,44.6126,59151881935.0,2.8787,2.6826,2.4866,,
2009-01-14,,,,,,2.6637,41.3519,58130216914.0,2.8573,2.6685,2.4797,,
2009-01-15,,,,,,2.6601,38.8466,56298581083.0,2.8307,2.6505,2.4702,,
2009-01-16,,,,,,2.6527,37.5282,55250954436.0,2.8365,2.6402,2.4439,,
2009-01-20,,,,,,2.6346,32.8111,54331038717.0,2.8567,2.6234,2.39,,
2009-01-21,,,,,,2.6272,41.6637,55420309806.0,2.8508,2.6126,2.3745,,
2009-01-22,,,,,,2.6337,50.1174,56829839615.0,2.8544,2.6165,2.3787,,
2009-01-23,,,,,,2.6286,50.1174,56829839615.0,2.8575,2.6195,2.3815,,
2009-01-26,,,,,,2.618,51.9852,57522078707.0,2.864,2.6264,2.3888,,
2009-01-27,,,,,,2.6131,53.5793,58140117725.0,2.8735,2.6338,2.3941,,
2009-01-28,,,,,,2.6199,58.3229,59001524586.0,2.8981,2.6452,2.3922,,
2009-01-29,,,,,,2.6205,56.1847,58408794794.0,2.9142,2.6552,2.3962,,
2009-01-30,,,,,,2.6196,51.337,57757315343.0,2.9183,2.6624,2.4065,,
2009-02-02,,,,,,2.6257,53.4182,58315563101.0,2.9207,2.6635,2.4064,,
2009-02-03,,,,,,2.637,55.5967,58914872900.0,2.9127,2.6611,2.4096,,
2009-02-04,,,,,,2.6546,56.4472,59723295308.0,2.9152,2.6619,2.4087,,
2009-02-05,,,,,,2.6826,60.5969,60472542457.0,2.9414,2.6701,2.3988,,
2009-02-06,,,,,,2.7199,64.6592,61159752744.0,2.9828,2.6806,2.3785,,
2009-02-09,,,,,,2.7719,67.726,61874764259.0,3.046,2.6985,2.351,,
2009-02-10,,,,,,2.8041,58.5482,61025702610.0,3.0739,2.7123,2.3506,,
2009-02-11,,,,,,2.8222,56.7605,60350728336.0,3.0947,2.7259,2.3571,,
2009-02-12,,,,,,2.8456,59.9547,61167917553.0,3.1228,2.7468,2.3709,,
2009-02-13,,,,,,2.866,59.7413,60558939345.0,3.141,2.7705,2.4,,
2009-02-17,,,,,,2.8741,51.4422,59880700267.0,3.1332,2.7888,2.4444,,
2009-02-18,,,,,,2.8745,51.1776,59195920383.0,3.091,2.813,2.5351,,
2009-02-19,,,,,,2.8694,45.3249,58273115061.0,3.0632,2.8248,2.5863,,
2009-02-20,,,,,,2.8717,46.3175,59023431811.0,3.0576,2.829,2.6004,,
2009-02-23,,,,,,2.8619,40.3331,58236449025.0,3.0628,2.8269,2.591,,
2009-02-24,,,,,,2.8561,46.151,59043555432.0,3.0617,2.8278,2.594,,
2009-02-25,,,,,,2.851,47.6664,59876609465.0,3.0612,2.8285,2.5957,,
2009-02-26,,,,,,2.8354,44.7316,59246740436.0,3.0631,2.8209,2.5788,,
2009-02-27,,,,,,2.8131,44.9539,59953399542.0,3.0652,2.8154,2.5656,,
2009-03-02,,,,,,2.7819,42.8354,59182469172.0,3.0694,2.8121,2.5549,,
2009-03-03,,,,,,2.7616,43.7317,59906810296.0,3.0727,2.8074,2.5421,,
2009-03-04,,,,,,2.7495,49.3058,60648214637.0,3.0719,2.8047,2.5376,,
2009-03-05,,,,,,2.7272,45.2856,59941314731.0,3.0717,2.7976,2.5236,,
2009-03-06,,,,,,2.6975,39.9552,58930166520.0,3.0701,2.7809,2.4917,,
2009-03-09,,,,,,2.673,37.0498,58231868222.0,3.0543,2.756,2.4577,,
2009-03-10,,,,,,2.6607,47.423,59076127866.0,2.9977,2.7352,2.4727,,
2009-03-11,,,,,,2.6651,53.4857,59922501512.0,2.9748,2.7275,2.4801,,
2009-03-12,,,,,,2.6761,58.1879,60690959480.0,2.9722,2.7268,2.4814,,
2009-03-13,,,,,,2.6953,57.4719,60089790479.0,2.95,2.7218,2.4935,,
2009-03-16,,,,,,2.7064,56.5617,59292545682.0,2.9239,2.7161,2.5084,,
2009-03-17,,,,,,2.7246,61.9561,60079192468.0,2.9583,2.7238,2.4894,,
2009-03-18,,,,,,2.751,64.0644,60875230464.0,3.0045,2.7346,2.4647,,
2009-03-19,,,,,,2.7774,64.1793,61375411764.0,3.0532,2.751,2.4488,,
2009-03-20,,,,,,2.8067,64.1131,60679823869.0,3.0949,2.7666,2.4383,,
2009-03-23,,,,,,2.848,70.7027,61346221735.0,3.1739,2.7977,2.4214,,
2009-03-24,,,,,,2.8815,68.8413,60705609095.0,3.2354,2.8225,2.4097,,
2009-03-25,,,,,,2.9193,68.0509,60058990449.0,3.2863,2.8455,2.4047,,
2009-03-26,,,,,,2.972,71.5481,60675243065.0,3.3509,2.8765,2.4021,,
2009-03-27,,,,,,3.0228,64.7303,60182369773.0,3.3886,2.9028,2.417,,
2009-03-30,,,,,,3.0568,59.9248,59679573271.0,3.4073,2.9276,2.448,,
2009-03-31,,,,,,3.0834,60.7623,60249653841.0,3.4242,2.9528,2.4813,,
2009-04-01,,,,,,3.1099,65.2,60839026430.0,3.4574,2.979,2.5007,,
2009-04-02,,,,,,3.1458,69.3973,61651394042.0,3.5007,3.0148,2.5289,,
2009-04-03,,,,,,3.1899,72.3297,62287635878.0,3.5393,3.0608,2.5824,,
2009-04-06,,,,,,3.2301,74.3174,62945700936.0,3.5626,3.1138,2.665,,
2009-04-07,,,,,,3.259,67.0435,62409119600.0,3.573,3.1534,2.7338,,
2009-04-08,,,,,,3.2905,68.3211,62864750055.0,3.5957,3.1888,2.782,,
2009-04-09,,,,,,3.329,71.2738,63395507385.0,3.6412,3.2236,2.8061,,
2009-04-13,,,,,,3.3559,71.8391,63784744174.0,3.6774,3.2601,2.8428,,
2009-04-14,,,,,,3.3805,67.6274,63330121720.0,3.6872,3.2944,2.9016,,
2009-04-15,,,,,,3.4044,66.1621,62917238908.0,3.7003,3.3214,2.9424,,
2009-04-16,,,,,,3.4292,70.1261,63510685501.0,3.7325,3.3512,2.97,,
2009-04-17,,,,,,3.4647,71.9555,64008181598.0,3.7675,3.3839,3.0003,,
2009-04-20,,,,,,3.499,65.5482,63541715132.0,3.7753,3.4123,3.0493,,
2009-04-21,,,,,,3.5347,66.9172,64012401202.0,3.8005,3.4334,3.0664,,
2009-04-22,,,,,,3.5621,66.3538,63073633064.0,3.8175,3.4554,3.0934,,
2009-04-23,,,,,,3.5893,70.5136,64018790809.0,3.8483,3.4838,3.1193,,
